"T_C","S0_gL","N0_mgL","x1_coded","x2_coded","x3_coded","pred_time","pred_peak","pred_conv","overall_D"
15,253.64,321.18,-1,-0.7571,0.8118,230.75,1.7557,1.0089,0.8386
